Names,1,2,3,4
Bamidbar_CH1,-0.1332680877153437,0.050741722619465635,0.16816016595795108,0.06359608101111475
Bamidbar_CH10,-0.047509609403411646,0.11180321121878867,0.17540598033450838,0.1517059981670429
Bamidbar_CH11,0.1273706503310591,0.1562052229374573,0.13791468738042356,0.05349087640183281
Bamidbar_CH13,0.01600914890875882,-0.03085788121473909,0.1768046103505274,0.12258499572812165
Bamidbar_CH14,0.13214103908860264,-0.002476647922333597,0.15256037425092872,0.09942663106350497
Bamidbar_CH15,0.06077548074877842,0.014733752071253436,0.17553147338581698,0.05488578100546104
Bamidbar_CH16,0.15253581513571718,0.1899040542646388,0.17315836784558353,0.07299126897140634
Bamidbar_CH17,0.14040971108175854,0.19112112301668926,0.15248199938149098,0.16164344744868425
Bamidbar_CH18,0.15251973953695508,0.17216432429868045,0.10937692433497725,0.06749783043187824
Bamidbar_CH19,-0.0014872208089494743,-0.05857251576114564,0.1686658600876857,0.0628876899817033
Bamidbar_CH2,-0.08375977752682351,0.0424913837537399,0.1685767238366389,0.1059952149218622
Bamidbar_CH20,0.1542069362491626,0.18462570265059797,0.1339563134757623,0.07138616274643861
Bamidbar_CH21,0.0662646588145484,0.055332691449314075,0.1628073627734251,0.03700267369574234
Bamidbar_CH22,0.040440646005543646,0.16802527667511585,0.08298109849603308,-0.019929235604759454
Bamidbar_CH23,0.12335619633467149,0.19022791858461718,0.06548712228908471,0.08560446508827152
Bamidbar_CH24,0.0646757759049158,0.14700773522545085,-0.11146478513999425,0.07031971727311831
Bamidbar_CH25,0.14731822089948304,0.19029687576139315,0.15908981989431092,0.11266064136023995
Bamidbar_CH26,-0.1297481654193673,-0.025316300889773546,0.1512830135673543,0.05871241703775543
Bamidbar_CH27,0.05696169513433186,0.19114077725196227,0.15224802041186863,0.05890993271420053
Bamidbar_CH28,-0.08423644613248571,-0.10574555387797413,0.17532145683139333,0.06376554593425682
Bamidbar_CH29,-0.11801877214071999,-0.20053176637473857,0.16745250158454533,0.15941027283688247
Bamidbar_CH3,-0.07399821036679588,0.17853099966013647,0.16405702386620846,0.13099316660787258
Bamidbar_CH30,0.1629532600098284,0.19043940827661754,0.1749623452401331,-0.030490968713542954
Bamidbar_CH31,0.0034090216772649784,0.012325927104863743,0.16392972280060347,0.12729649516177372
Bamidbar_CH32,0.05410107972872469,0.18454272946419426,0.14222726509437073,0.14467136195551555
Bamidbar_CH33,-0.19131571752918763,-0.03512854631937734,0.17111691224394882,0.15926722426919127
Bamidbar_CH34,-0.10449055957970554,-0.026517494186780066,0.17595201497404206,0.07302672460487852
Bamidbar_CH35,-0.04942001634327631,0.020181701311241806,0.17464828274461824,0.07131636332527908
Bamidbar_CH36,0.06637274714155983,0.1875599949383942,0.1735345663320665,0.15790100333034957
Bamidbar_CH4,0.020178769578613198,0.04421323072145378,0.1569079318215617,0.12326680821243152
Bamidbar_CH5,0.16341572289271233,0.18345478382381464,0.1752136669420763,-0.012964871822057411
Bamidbar_CH6,0.05538724379581711,0.038369014226364906,0.12551287101939435,-0.0023714667548951907
Bamidbar_CH7,-0.34819399948061325,-0.3432952135692533,0.12506522826011157,-0.01643037003063108
Bamidbar_CH8,0.15482478660878124,0.1909939596119068,0.11243043955910004,0.14050034366138603
Bamidbar_CH9,0.07588460830245747,0.04438755765595792,0.17598762338241064,0.08085267529559259
Beereshit_CH1,-0.06667677622973422,-0.038237655529250625,0.17336883038741646,0.15933756820252404
Beereshit_CH10,0.06775019557458023,-0.055319134434649864,0.17441859016093103,0.15876256054944482
Beereshit_CH11,0.14387421200597356,0.024770867807459074,0.17262492630434645,0.10941837432087925
Beereshit_CH12,0.1538203892837186,0.19027304589000327,0.16873304736366268,0.13445903865717274
Beereshit_CH13,0.04643864226806227,0.15689880234594977,0.1719167795628102,0.1586593118947307
